Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3.0,41.0,Yws,8.0,9.0,24.0
9.0,42.0,No,5.0,4.0,38.0
5.0,85.0,Yes,9.0,invalid,73.0
7.0,47.0,Yes,9.0,9.0,40.0
8.0,70.0,,7.0,3.0,62.0
3.0,87.0,,4.0,4.0,65.0
2.0,58.0,No,9.0,7.0,37.0
2.0,89.0,Yes,4.0,0.0,68.0
5.0,45.0,No,6.0,0.0,30.0
1.0,53.0,Yes,,9.0,31.0
2.0,42.0,,7.0,3.0,247.73254528643105
9.0,,Yes,8.0,9.0,
30.91532574884556,40.0,Yes,8.0,2.0,33.0
30.91532574884556,83.0,No,,4.0,72.0
9.0,69.0,No,,9.0,64.0
7.0,85.0,Yed,,7.0,78.0
5.0,,yes,5.0,0.0,40.0
,93.0,Yes,4.0,4.0,91.0
,58.0,des,9.0,4.0,49.0
6.0,48.0,Yeq,8.0,1.0,38.0
4.0,46.0,No,8.0,,28.0
1.0,,No,8.0,,
30.91532574884556,76.0,YES,4.0,,62.0
9.0,89.0,,7.0,6.0,
8.0,80.0,No,5.0,,74.0
,92.0,,5.0,5.0,85.0
5.0,46.0,io,8.0,,33.0
9.0,48.0,Yes,6.0,0.0,41.0
3.0,43.0,No,4.0,9.0,24.0
3.0,,No,9.0,invalid,47.0
1.0,88.0,No,9.0,2.0,65.0
9.0,51.0,no,7.0,invalid,50.0
6.0,45.0,,8.0,8.0,35.0
,57.0,Yes,6.0,0.0,
8.0,79.0,No,8.0,5.0,76.0
9.0,60.0,Yes,6.0,1.0,
9.0,54.0,No,5.0,,49.0
2.0,,No,6.0,1.0,19.0
2.0,41.0,No,5.0,2.0,15.0
7.0,95.0,Yes,5.0,1.0,86.0
4.0,,No,4.0,3.0,77.0
1.0,80.0,No,6.0,3.0,55.0
8.0,79.0,Yes,7.0,invalid,77.0
2.0,98.0,Yes,7.0,0.0,74.0
3.0,243.12340246831906,Yes,6.0,7.0,23.0
5.0,,No,4.0,4.0,56.0
3.0,41.0,No,7.0,7.0,18.0
7.0,85.0,No,8.0,5.0,76.0
,,No,,1.0,57.0
2.0,41.0,Yes,4.0,6.0,13.0
7.0,73.0,Yes,5.0,9.0,64.0
30.91532574884556,66.0,No,5.0,8.0,247.73254528643105
9.0,243.12340246831906,Yes,5.0,6.0,97.0
9.0,93.0,Yys,4.0,4.0,89.0
2.0,78.0,Yes,5.0,3.0,53.0
7.0,83.0,No,5.0,,74.0
5.0,77.0,Yes,4.0,5.0,61.0
6.0,57.0,No,8.0,4.0,41.0
1.0,75.0,No,7.0,6.0,48.0
7.0,58.0,No,4.0,2.0,48.0
6.0,66.0,ies,,8.0,54.0
4.0,84.0,Yes,6.0,invulid,67.0
1.0,59.0,Yes,5.0,3.0,34.0
9.0,60.0,Yes,23.458558266338233,,60.0
4.0,62.0,No,8.0,5.0,46.0
2.0,69.0,No,9.0,0.0,45.0
30.91532574884556,64.0,,23.458558266338233,1.0,56.0
2.0,70.0,Yes,8.0,8.0,49.0
5.0,66.0,Yes,5.0,5.0,49.0
6.0,243.12340246831906,Yes,9.0,6.0,65.0
,47.0,,5.0,8.0,39.0
1.0,58.0,No,5.0,,33.0
1.0,80.0,Yes,7.0,4.0,55.0
4.0,,yo,8.0,4.0,50.0
5.0,67.0,,8.0,9.0,52.0
9.0,243.12340246831906,Yes,6.0,invalid,43.0
7.0,,Yes,4.0,1.0,247.73254528643105
7.0,55.0,No,5.0,3.0,45.0
8.0,90.0,Yes,5.0,3.0,81.0
5.0,49.0,ko,9.0,,36.0
5.0,77.0,,6.0,invalid,64.0
1.0,87.0,No,8.0,2.0,57.0
9.0,49.0,Yes,7.0,1.0,46.0
6.0,84.0,Yes,8.0,8.0,76.0
9.0,48.0,Yec,7.0,3.0,43.0
30.91532574884556,,,7.0,invalid,58.0
5.0,243.12340246831906,no,8.0,5.0,61.0
2.0,90.0,,9.0,0.0,
5.0,97.0,No,5.0,2.0,82.0
8.0,75.0,No,7.0,6.0,69.0
2.0,58.0,Yes,9.0,8.0,
8.0,99.0,Yes,6.0,7.0,91.0
4.0,58.0,Yes,6.0,4.0,40.0
1.0,51.0,No,7.0,7.0,26.0
5.0,52.0,Yes,5.0,1.0,34.0
1.0,64.0,no,7.0,2.0,35.0
7.0,75.0,zo,6.0,7.0,67.0
8.0,64.0,,6.0,8.0,60.0
3.0,67.0,Yes,8.0,9.0,48.0
30.91532574884556,243.12340246831906,Yvs,5.0,invalid,62.0
7.0,92.0,No,8.0,3.0,84.0
30.91532574884556,78.0,,9.0,5.0,67.0
3.0,69.0,Yjs,9.0,invalid,50.0
8.0,44.0,Yes,9.0,3.0,42.0
3.0,,Yes,23.458558266338233,invalid,37.0
30.91532574884556,57.0,,9.0,9.0,50.0
2.0,82.0,,7.0,,61.0
1.0,,Yes,8.0,0.0,61.0
6.0,60.0,Yes,9.0,invalid,
8.0,61.0,Yes,5.0,9.0,56.0
1.0,78.0,Yes,9.0,7.0,54.0
,89.0,No,7.0,invalid,86.0
3.0,243.12340246831906,,7.0,2.0,77.0
3.0,96.0,Yes,7.0,5.0,77.0
4.0,45.0,No,,1.0,25.0
1.0,89.0,Yes,7.0,5.0,67.0
9.0,55.0,Yes,5.0,4.0,51.0
3.0,41.0,No,4.0,6.0,
4.0,90.0,Yes,6.0,8.0,74.0
1.0,40.0,No,4.0,8.0,12.0
4.0,96.0,No,6.0,0.0,78.0
1.0,69.0,Yes,23.458558266338233,6.0,48.0
5.0,97.0,No,7.0,2.0,
5.0,82.0,No,8.0,3.0,247.73254528643105
7.0,91.0,Nd,8.0,1.0,82.0
8.0,76.0, No ,,0.0,67.0
30.91532574884556,,yes,5.0,invalid,
7.0,62.0,No,7.0,invmlid,52.0
4.0,40.0,No,9.0,9.0,25.0
3.0,58.0,Yes,8.0,8.0,39.0
30.91532574884556,85.0,jo,4.0,0.0,
4.0,42.0,Yes,7.0,2.0,24.0
3.0,41.0,so,5.0,4.0,17.0
9.0,95.0,yes,7.0,2.0,93.0
5.0,,No,9.0,3.0,62.0
7.0,,Yes,9.0,3.0,47.0
6.0,67.0,No,8.0,0.0,55.0
5.0,57.0,Yes,4.0,5.0,41.0
7.0,72.0,Yes,8.0,6.0,67.0
6.0,54.0,Yes,5.0,,43.0
,243.12340246831906,Yes,6.0,,42.0
3.0,80.0,Yes,9.0,6.0,
2.0,66.0,nf,4.0,2.0,42.0
3.0,94.0,No,9.0,4.0,77.0
1.0,76.0,yvs,5.0,6.0,52.0
8.0,71.0,Yes,5.0,invalid,62.0
,99.0, No ,9.0,4.0,90.0
2.0,84.0,No,8.0,9.0,60.0
8.0,,Yes,9.0,1.0,49.0
6.0,67.0,No,8.0,5.0,54.0
7.0,67.0,Yes,9.0,6.0,61.0
1.0,95.0,ges,8.0,1.0,67.0
7.0,49.0,Yes,6.0,9.0,42.0
3.0,59.0,No,7.0,7.0,43.0
8.0,64.0,Yes,7.0,4.0,58.0
6.0,60.0,No,8.0,invalid,50.0
4.0,53.0,NO,8.0,2.0,34.0
8.0,243.12340246831906,No,23.458558266338233,,51.0
9.0,92.0,,23.458558266338233,6.0,89.0
2.0,65.0,,6.0,4.0,41.0
6.0,83.0,Yes,5.0,4.0,70.0
,50.0,No,9.0,7.0,
5.0,94.0,Yes,7.0,8.0,79.0
3.0,46.0,No,,7.0,26.0
8.0,56.0,Yes,4.0,9.0,247.73254528643105
,57.0,Yes,5.0,1.0,51.0
5.0,46.0,Yds,9.0,9.0,30.0
8.0,95.0,Yes,4.0,invalid,88.0
,59.0,Yes,6.0,4.0,247.73254528643105
3.0,77.0,Yes,9.0,6.0,
2.0,50.0,NO,6.0,2.0,26.0
30.91532574884556,83.0,des,6.0,3.0,85.0
2.0,,Yes,8.0,6.0,76.0
9.0,55.0,Yys,6.0,1.0,53.0
4.0,243.12340246831906,No,23.458558266338233,1.0,70.0
30.91532574884556,94.0,Yes,,0.0,64.0
1.0,66.0,Yes,8.0,0.0,247.73254528643105
4.0,90.0,Yes,5.0,0.0,73.0
30.91532574884556,50.0,No,6.0,invalid,
9.0,55.0,,,4.0,49.0
4.0,,Nj,9.0,9.0,53.0
,99.0,No,8.0,7.0,95.0
6.0,98.0,Yes,6.0,4.0,87.0
1.0,51.0,Yes,,0.0,26.0
,98.0,No,7.0,invalid,89.0
,79.0,No,4.0,,
2.0,42.0,Yes,4.0,7.0,19.0
6.0,,yes,9.0,1.0,33.0
,99.0,No,,,75.0
4.0,77.0,,7.0,7.0,59.0
8.0,87.0,No,5.0,5.0,79.0
7.0,91.0,No,7.0,invalid,82.0
,243.12340246831906,Yes,,0.0,58.0
,68.0,No,6.0,9.0,61.0
,86.0,Yes,4.0,4.0,59.0
2.0,85.0,No,8.0,,
6.0,73.0,no,9.0,3.0,60.0
7.0,59.0,Yes,5.0,9.0,55.0
3.0,57.0,Yts,23.458558266338233,4.0,38.0
9.0,53.0,Yes,6.0,9.0,49.0
7.0,57.0,yes,6.0,2.0,48.0
6.0,41.0,,5.0,1.0,24.0
6.0,40.0,,8.0,1.0,27.0
1.0,59.0,Yes,,4.0,34.0
,73.0,Yes,5.0,3.0,59.0
,80.0,no,4.0,,60.0
7.0,80.0,No,8.0,4.0,75.0
3.0,87.0,Yes,4.0,9.0,67.0
5.0,50.0,No,4.0,,247.73254528643105
7.0,,No,9.0,invalid,
3.0,62.0,Yes,4.0,,43.0
2.0,77.0,,7.0,8.0,
6.0,83.0,Yes,6.0,7.0,
8.0,42.0,Yvs,6.0,8.0,36.0
4.0,51.0,,7.0,3.0,37.0
9.0,69.0,No,5.0,7.0,66.0
8.0,70.0,ees,8.0,1.0,64.0
7.0,62.0,,8.0,8.0,54.0
7.0,40.0,No,,8.0,31.0
3.0,80.0,No,4.0,2.0,
6.0,59.0,No,23.458558266338233,5.0,49.0
5.0,,,8.0,6.0,80.0
1.0,45.0,Yes,8.0,2.0,19.0
3.0,,No,6.0,4.0,27.0
1.0,74.0,Yes,7.0,0.0,51.0
30.91532574884556,,No,9.0,2.0,25.0
3.0,68.0,No,5.0,7.0,48.0
4.0,98.0,,7.0,2.0,
9.0,49.0,No,8.0,7.0,47.0
3.0,, Yes ,,8.0,70.0
30.91532574884556,68.0,No,5.0,5.0,57.0
6.0,77.0,ho,7.0,6.0,69.0
7.0,40.0,No,23.458558266338233,5.0,32.0
9.0,,No,7.0,7.0,78.0
7.0,47.0,Yes,9.0,6.0,41.0
1.0,96.0,No,7.0,9.0,72.0
8.0,243.12340246831906,No,9.0,0.0,71.0
5.0,243.12340246831906,oes,4.0,,44.0
9.0,58.0,No,6.0,invalid,57.0
5.0,72.0,No,9.0,2.0,57.0
,54.0,Ng,6.0,invalid,
2.0,84.0,No,8.0,0.0,62.0
3.0,70.0,,4.0,1.0,48.0
,60.0,No,,4.0,
7.0,42.0,Yes,,,34.0
1.0,41.0,No,8.0,8.0,17.0
3.0,74.0,Yes,5.0,invalid,54.0
2.0,80.0,No,,8.0,55.0
1.0,243.12340246831906,Yes,5.0,6.0,73.0
9.0,55.0,Yek,7.0,8.0,50.0
8.0,95.0,Yes,7.0,3.0,91.0
5.0,84.0,Yet,,6.0,73.0
,90.0,,,0.0,70.0
1.0,98.0,No,6.0,7.0,74.0
7.0,89.0,,7.0,6.0,86.0
,60.0,Yes,,6.0,34.0
,51.0,Yes,8.0,1.0,25.0
2.0,67.0,,6.0,9.0,47.0
7.0,51.0,Yes,23.458558266338233,8.0,45.0
7.0,,,5.0,7.0,
6.0,59.0,Yes,6.0,0.0,49.0
5.0,,Yes,23.458558266338233,0.0,62.0
3.0,,No,4.0,4.0,65.0
3.0,60.0,,5.0,1.0,40.0
9.0,99.0,,8.0,0.0,97.0
4.0,91.0,ao,9.0,invalid,247.73254528643105
9.0,93.0,Yes,6.0,7.0,93.0
4.0,78.0,Yes,7.0,,60.0
2.0,80.0,Yes,23.458558266338233,1.0,61.0
4.0,88.0,Yes,7.0,4.0,73.0
6.0,98.0,No,8.0,5.0,89.0
6.0,81.0,Yes,23.458558266338233,7.0,71.0
5.0,75.0,,7.0,6.0,61.0
1.0,61.0,Yes,8.0,invalid,39.0
3.0,65.0,No,5.0,0.0,44.0
,46.0,Nz,6.0,2.0,32.0
,46.0,No,4.0,2.0,35.0
1.0,,No,4.0,6.0,20.0
9.0,65.0,,5.0,1.0,62.0
3.0,63.0,Yes,4.0,9.0,42.0
3.0,,Yes,8.0,6.0,247.73254528643105
30.91532574884556,79.0,Yes,4.0,8.0,56.0
8.0,87.0,,4.0,0.0,79.0
30.91532574884556,51.0,Yes,4.0,invalid,
6.0,,NO,8.0,5.0,73.0
2.0,47.0,Ne,9.0,,25.0
7.0,93.0,yev,6.0,,84.0
4.0,48.0,No,7.0,,27.0
9.0,42.0,Yes,9.0,6.0,41.0
9.0,93.0,No,4.0,3.0,92.0
7.0,60.0,Yes,5.0,5.0,
8.0,70.0,Nr,5.0,2.0,63.0
3.0,87.0,Yes,23.458558266338233,INVALID,67.0
,86.0,Ygs,6.0,3.0,
2.0,63.0,No,4.0,3.0,37.0
7.0,43.0,No,8.0,0.0,33.0
8.0,,No,7.0,3.0,58.0
,55.0,Yes,6.0,3.0,55.0
7.0,49.0,Yes,6.0,5.0,40.0
8.0,82.0, No ,8.0,8.0,79.0
9.0,243.12340246831906,Yes,9.0,9.0,68.0
6.0,68.0,Yes,5.0,5.0,57.0
2.0,44.0,No,,5.0,20.0
2.0,50.0,Yes,6.0,,247.73254528643105
30.91532574884556,68.0,Yes,5.0,6.0,50.0
9.0,84.0,Yes,6.0,0.0,
7.0,54.0,No,6.0,7.0,44.0
2.0,45.0,,6.0,0.0,19.0
8.0,87.0,No,7.0,8.0,81.0
,54.0,Yes,5.0,3.0,46.0
9.0,82.0,,7.0,8.0,83.0
8.0,59.0,Yes,5.0,,58.0
3.0,73.0,Yes,23.458558266338233,8.0,53.0
1.0,99.0,,,5.0,73.0
2.0,99.0,No,7.0,invalid,79.0
30.91532574884556,41.0,Yes,8.0,3.0,15.0
4.0,83.0,Yes,23.458558266338233,2.0,62.0
6.0,55.0,Yes,9.0,2.0,46.0
4.0,58.0,Yes,23.458558266338233,7.0,41.0
9.0,,No,6.0,1.0,68.0
4.0,88.0,Yes,4.0,5.0,72.0
6.0,53.0,Yes,,8.0,43.0
6.0,63.0,Yes,4.0,invalid,51.0
30.91532574884556,,bes,4.0,7.0,38.0
8.0,87.0,No,6.0,7.0,80.0
3.0,,No,4.0,0.0,247.73254528643105
6.0,76.0,yes,23.458558266338233,6.0,63.0
3.0,49.0,Yes,9.0,0.0,247.73254528643105
2.0,88.0,Yes,,8.0,66.0
5.0,84.0,Yes,5.0,2.0,69.0
1.0,,,,0.0,62.0
9.0,48.0, No ,7.0,7.0,247.73254528643105
7.0,63.0,No,4.0,,54.0
3.0,,Yes,6.0,1.0,57.0
4.0,95.0,Yes,5.0,,77.0
6.0,,Yes,6.0,4.0,56.0
3.0,99.0,No,6.0,invalid,79.0
7.0,68.0,Yes,23.458558266338233,9.0,60.0
6.0,97.0,Yes,8.0,6.0,88.0
9.0,87.0,No,,1.0,83.0
5.0,62.0,No,9.0,1.0,43.0
,66.0,Yes,8.0,6.0,48.0
3.0,70.0,Yes,5.0,2.0,50.0
,,,8.0,,61.0
3.0,46.0,,4.0,invalid,24.0
3.0,88.0,No,4.0,1.0,71.0
7.0,93.0,No,6.0,1.0,81.0
7.0,84.0,Yes,4.0,8.0,76.0
1.0,243.12340246831906,No,9.0,0.0,17.0
3.0,53.0,Yes,4.0,2.0,30.0
8.0,81.0,No,7.0,9.0,78.0
30.91532574884556,81.0,Yes,7.0,3.0,78.0
7.0,49.0,Yes,6.0,4.0,37.0
7.0,98.0,No,8.0,2.0,247.73254528643105
8.0,83.0,No,8.0,8.0,77.0
6.0,73.0,No,7.0,4.0,
3.0,65.0,No,9.0,6.0,46.0
1.0,62.0,Nq,5.0,6.0,38.0
7.0,243.12340246831906,Yes,9.0,invalid,41.0
1.0,76.0,Yes,7.0,invalid,51.0
1.0,47.0,No,9.0,2.0,24.0
9.0,92.0,Yes,,3.0,88.0
7.0,53.0,Yes,8.0,7.0,50.0
30.91532574884556,46.0,Yes,7.0,,30.0
6.0,46.0,Yes,4.0,8.0,32.0
1.0,48.0,No,5.0,,18.0
7.0,42.0,YEK,5.0,3.0,29.0
6.0,,,,7.0,41.0
4.0,56.0,Yes,,invalid,37.0
7.0,89.0,Yes,9.0,2.0,85.0
30.91532574884556,83.0,No,6.0,3.0,67.0
1.0,61.0,Yes,23.458558266338233,0.0,30.0
4.0,85.0,Yes,,invalid,69.0
3.0,65.0,Yes,23.458558266338233,9.0,43.0
1.0,97.0,No,5.0,,72.0
2.0,67.0,No,8.0,7.0,47.0
30.91532574884556,84.0,Yes,5.0,0.0,69.0
8.0,53.0,Yes,9.0,0.0,
1.0,48.0,,7.0,2.0,20.0
4.0,90.0,,,invalid,73.0
4.0,243.12340246831906,No,5.0,invalid,49.0
5.0,41.0,,,0.0,247.73254528643105
7.0,50.0,Yes,8.0,3.0,44.0
8.0,56.0,No,6.0,7.0,
6.0,73.0,Yec,8.0,1.0,61.0
1.0,58.0,Yes,6.0,3.0,28.0
,78.0, Yes ,4.0,6.0,
3.0,57.0,No,7.0,6.0,33.0
6.0,,No,,4.0,42.0
8.0,,Yes,5.0,6.0,247.73254528643105
7.0,89.0,XES,9.0,5.0,82.0
6.0,62.0,Yes,5.0,1.0,48.0
,97.0,Yes,7.0,8.0,95.0
,95.0,No,8.0,4.0,92.0
1.0,63.0,,,1.0,36.0
1.0,68.0,,5.0,5.0,37.0
1.0,87.0,Yes,9.0,9.0,65.0
8.0,86.0,Yes,6.0,invalid,82.0
7.0,47.0,,7.0,1.0,
3.0,65.0,wes,5.0,9.0,45.0
,54.0,Yes,8.0,9.0,34.0
,96.0,No,9.0,6.0,78.0
3.0,40.0,Yes,8.0,9.0,18.0
7.0,67.0,No,9.0,1.0,59.0
8.0,88.0,Yes,23.458558266338233,6.0,82.0
6.0,86.0,Yes,7.0,5.0,75.0
,85.0,Yes,4.0,3.0,65.0
6.0,53.0,Yes,5.0,3.0,40.0
2.0,81.0,Yes,8.0,invalid,60.0
7.0,73.0,No,4.0,invalid,67.0
7.0,98.0,No,7.0,9.0,95.0
4.0,70.0,,8.0,5.0,56.0
8.0,45.0,Yes,7.0,5.0,247.73254528643105
4.0,88.0,No,9.0,0.0,73.0
7.0,44.0,No,5.0,4.0,37.0
30.91532574884556,70.0,Yes,7.0,0.0,53.0
5.0,76.0,wo,8.0,8.0,62.0
7.0,54.0,No,5.0,9.0,44.0
3.0,,,8.0,3.0,
5.0,91.0,Yes,8.0,1.0,76.0
3.0,82.0,No,4.0,8.0,60.0
5.0,44.0,,6.0,5.0,28.0
,67.0,No,7.0,9.0,48.0
7.0,72.0,,,2.0,62.0
1.0,50.0,YES,4.0,1.0,19.0
9.0,82.0,No,23.458558266338233,5.0,80.0
9.0,45.0,No,7.0,9.0,46.0
,62.0,No,4.0,5.0,47.0
9.0,79.0,Yes,,8.0,79.0
,41.0,Yes,23.458558266338233,4.0,27.0
5.0,,Yes,8.0,8.0,43.0
3.0,62.0,,4.0,4.0,43.0
30.91532574884556,61.0,No,9.0,1.0,56.0
30.91532574884556,48.0,,7.0,0.0,27.0
3.0,,Yes,9.0,invalid,70.0
6.0,79.0,No,6.0,9.0,70.0
8.0,69.0, yo ,23.458558266338233,,61.0
,55.0,,4.0,2.0,53.0
6.0,98.0,No,4.0,,87.0
5.0,,co,8.0,9.0,68.0
,86.0,Yes,4.0,,61.0
2.0,91.0,Yes,8.0,8.0,70.0
9.0,69.0,Yes,6.0,1.0,65.0
2.0,84.0,Yus,5.0,3.0,61.0
2.0,48.0,Yes,8.0,0.0,27.0
3.0,40.0,No,7.0,6.0,22.0
3.0,,,4.0,3.0,
4.0,77.0,No,5.0,4.0,60.0
7.0,,No,23.458558266338233,0.0,41.0
9.0,98.0,Yes,9.0,,98.0
2.0,98.0,,9.0,3.0,79.0
4.0,91.0,No,7.0,1.0,77.0
9.0,57.0,jo,5.0,0.0,51.0
2.0,66.0,No,6.0,9.0,43.0
1.0,57.0,Yes,8.0,0.0,27.0
8.0,,no,9.0,5.0,
30.91532574884556,243.12340246831906,Yes,9.0,1.0,98.0
7.0,88.0,No,8.0,invalid,80.0
8.0,71.0,No,9.0,4.0,68.0
4.0,92.0,No,6.0,2.0,76.0
4.0,87.0,Yes,9.0,,72.0
2.0,84.0,yes,8.0,6.0,64.0
8.0,93.0,No,,9.0,87.0
2.0,75.0,No,9.0,5.0,
9.0,75.0,to,8.0,1.0,71.0
4.0,60.0,Yes,4.0,8.0,40.0
1.0,85.0,Yes,9.0,1.0,58.0
4.0,71.0,Yes,9.0,5.0,
,70.0,Yes,8.0,8.0,50.0
6.0,76.0,Yes,7.0,8.0,64.0
7.0,55.0,No,7.0,1.0,44.0
8.0,85.0,No,23.458558266338233,invalid,247.73254528643105
2.0,85.0,qo,7.0,invalid,65.0
6.0,,Yes,6.0,6.0,37.0
6.0,,,5.0,7.0,85.0
5.0,63.0,Yes,7.0,9.0,247.73254528643105
7.0,64.0,Yes,4.0,,
3.0,85.0,No,8.0,0.0,247.73254528643105
4.0,90.0,No,7.0,8.0,74.0
9.0,74.0,,4.0,5.0,247.73254528643105
4.0,56.0,Yeh,5.0,0.0,38.0
3.0,85.0,no,8.0,0.0,65.0
2.0,81.0,Yes,7.0,6.0,60.0
5.0,84.0,Yes,5.0,9.0,72.0
4.0,93.0,Yes,7.0,1.0,73.0
8.0,43.0,No,5.0,5.0,34.0
7.0,, Yes ,7.0,4.0,45.0
6.0,86.0,Yes,4.0,4.0,75.0
2.0,54.0,Yes,6.0,9.0,28.0
3.0,69.0,Yes,4.0,5.0,48.0
9.0,63.0,,,7.0,
9.0,41.0,Yes,7.0,4.0,
5.0,82.0,Yes,6.0,7.0,72.0
,73.0,No,6.0,4.0,52.0
2.0,62.0,No,8.0,9.0,40.0
,70.0,No,8.0,5.0,61.0
6.0,76.0,Yes,6.0,7.0,66.0
7.0,52.0,,8.0,,43.0
1.0,72.0,No,,6.0,49.0
1.0,46.0,Yes,7.0,2.0,16.0
2.0,71.0,No,23.458558266338233,8.0,46.0
30.91532574884556,,Yes,9.0,9.0,28.0
1.0,81.0, Yes ,5.0,6.0,57.0
5.0,77.0,Yes,6.0,2.0,62.0
3.0,,No,5.0,7.0,76.0
1.0,83.0,Yes,6.0,invalid,56.0
8.0,52.0,No,,1.0,44.0
,63.0,Yes,4.0,invalid,49.0
9.0,67.0,Yes,6.0,invalid,64.0
,71.0,No,6.0,6.0,52.0
9.0,,Yee,4.0,4.0,79.0
,57.0,No,8.0,invaliw,
1.0,73.0,Yes,9.0,9.0,52.0
3.0,87.0,Yes,5.0,9.0,71.0
6.0,73.0,,6.0,0.0,59.0
8.0,90.0,Yes,4.0,3.0,90.0
4.0,77.0,Yes,6.0,5.0,247.73254528643105
5.0,40.0,Yes,23.458558266338233,5.0,25.0
,82.0,Yes,5.0,1.0,78.0
6.0,89.0,Yes,7.0,8.0,77.0
7.0,81.0,No,8.0,0.0,73.0
7.0,70.0,,7.0,3.0,61.0
4.0,89.0,,4.0,3.0,71.0
4.0,99.0,Yes,6.0,1.0,82.0
4.0,40.0,No,8.0,7.0,25.0
5.0,,No,5.0,1.0,76.0
5.0,55.0,Yes,9.0,1.0,39.0
8.0,97.0,No,,1.0,
9.0,78.0,Yws,6.0,,73.0
2.0,,No,7.0,4.0,34.0
30.91532574884556,72.0,No,4.0,,247.73254528643105
1.0,243.12340246831906,,7.0,invalid,
1.0,92.0,No,,,67.0
4.0,80.0,No,,0.0,63.0
7.0,73.0,Yes,6.0,invalid,64.0
30.91532574884556,56.0,oo,4.0,0.0,29.0
2.0,64.0,Yes,6.0,8.0,41.0
1.0,95.0,No,6.0,1.0,70.0
2.0,81.0,YES,23.458558266338233,2.0,57.0
7.0,45.0,No,8.0,8.0,36.0
9.0,70.0,Np,7.0,4.0,67.0
6.0,44.0,No,,7.0,29.0
2.0,79.0,No,6.0,invalid,58.0
9.0,79.0,No,6.0,5.0,77.0
7.0,243.12340246831906,Yes,,1.0,60.0
1.0,44.0,No,23.458558266338233,,16.0
9.0,51.0,No,6.0,,50.0
2.0,46.0,Yes,8.0,6.0,25.0
4.0,,,6.0,invalid,68.0
9.0,52.0,,,invalid,
30.91532574884556,88.0,No,9.0,7.0,72.0
3.0,43.0,No,6.0,7.0,21.0
1.0,89.0,no,23.458558266338233,7.0,63.0
7.0,81.0,YES,,7.0,74.0
6.0,42.0,No,4.0,9.0,24.0
4.0,,YES,9.0,invalid,33.0
6.0,40.0,,9.0,9.0,
6.0,66.0,No,7.0,,53.0
4.0,82.0,Yes,8.0,8.0,68.0
6.0,89.0,No,9.0,2.0,75.0
8.0,52.0,,,3.0,41.0
30.91532574884556,56.0,Yes,7.0,9.0,34.0
4.0,47.0,No,6.0,0.0,29.0
1.0,71.0,no,8.0,1.0,44.0
,59.0,Yes,,5.0,42.0
9.0,90.0,Yes,6.0,,90.0
8.0,56.0,No,,8.0,
30.91532574884556,73.0,No,7.0,7.0,55.0
7.0,74.0,,23.458558266338233,1.0,63.0
3.0,74.0,jes,,1.0,
9.0,77.0,Yes,8.0,7.0,76.0
4.0,81.0,No,4.0,7.0,62.0
2.0,,No,6.0,,39.0
5.0,93.0,No,6.0,4.0,78.0
2.0,,Yes,23.458558266338233,1.0,35.0
6.0,,Yes,7.0,0.0,74.0
1.0,85.0,Yes,5.0,invalid,58.0
30.91532574884556,,No,5.0,2.0,72.0
,78.0,No,7.0,invalid,62.0
3.0,72.0,no,,,52.0
,88.0,Yes,6.0,9.0,65.0
7.0,62.0,no,4.0,,50.0
9.0,64.0,Yes,7.0,1.0,61.0
3.0,76.0,,9.0,8.0,57.0
,66.0,Yes,4.0,,51.0
9.0,40.0,No,,invalid,37.0
2.0,60.0,No,4.0,invalid,40.0
7.0,98.0,Yes,7.0,9.0,91.0
5.0,88.0,No,6.0,9.0,247.73254528643105
5.0,49.0,les,,,31.0
7.0,70.0,No,8.0,7.0,61.0
9.0,83.0,No,23.458558266338233,8.0,
,64.0,No,,1.0,47.0
9.0,,Yes,9.0,8.0,57.0
9.0,96.0,No,8.0,3.0,95.0
4.0,41.0,Yes,8.0,7.0,247.73254528643105
3.0,94.0,No,6.0,4.0,74.0
2.0,87.0,,9.0,5.0,67.0
9.0,54.0,Yeb,7.0,3.0,52.0
2.0,67.0,No,8.0,4.0,50.0
6.0,243.12340246831906,No,7.0,0.0,38.0
5.0,89.0,Yes,5.0,2.0,76.0
5.0,99.0,Yes,9.0,3.0,88.0
4.0,91.0,No,8.0,0.0,73.0
6.0,93.0,Yes,8.0,2.0,81.0
5.0,53.0,Yes,6.0,3.0,247.73254528643105
4.0,89.0,No,7.0,8.0,72.0
9.0,243.12340246831906,Yes,6.0,,39.0
6.0,,Yes,6.0,2.0,
3.0,74.0,NO,7.0,invalid,54.0
6.0,76.0,Yes,5.0,8.0,68.0
1.0,,Yes,7.0,8.0,40.0
5.0,87.0,No,5.0,invalid,72.0
6.0,93.0,No,6.0,7.0,83.0
8.0,54.0,YES,5.0,9.0,49.0
9.0,51.0,No,,0.0,47.0
3.0,48.0,,5.0,1.0,27.0
2.0,97.0,Yes,5.0,9.0,76.0
4.0,70.0,Yes,8.0,,
8.0,243.12340246831906,Yes,,5.0,49.0
8.0,,No,6.0,1.0,69.0
3.0,92.0,No,7.0,9.0,72.0
4.0,87.0,nes,5.0,invalid,66.0
3.0,243.12340246831906,No,9.0,2.0,62.0
2.0,77.0,Yes,8.0,6.0,55.0
30.91532574884556,81.0,Yes,7.0,0.0,65.0
